src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
paní	ces	Puffmutter	deu	157
panna	ces	Puppe	deu	157
panna	ces	Puppe	deu	157
uklízečka	ces	Putzfrau	deu	157
uklízečka	ces	Putzfrau	deu	157
posluhovačka	ces	Putzfrau	deu	157
uklízečka	ces	Putzfrau	deu	157
uklízečka	ces	Putzfrau	deu	157
kloboučnice	ces	Putzmacherin	deu	157
modistka	ces	Putzmacherin	deu	157
uklízečka	ces	Putze	deu	157
milenka	ces	Püppchen	deu	157
vrstevnice	ces	Querschnittskontur	deu	157
vrstevnice	ces	Querschnittszeichnung	deu	157
divoška	ces	Range	deu	157
uličnice	ces	Range	deu	157
repetilka	ces	Ratsche	deu	157
uklízečka	ces	Raumpflegerin	deu	157
uklízečka	ces	Raumpflegerin	deu	157
posluhovačka	ces	Raumpflegerin	deu	157
uklízečka	ces	Raumpflegerin	deu	157
kuřačka	ces	Raucherin	deu	157
kuřačka	ces	Raucherin	deu	157
kuřačka	ces	Raucherin	deu	157
kuřačka	ces	Raucherin	deu	157
kuřačka	ces	Raucher	deu	157
kuřačka	ces	Raucher	deu	157
výtržnice	ces	Raufbold	deu	157
pravačka	ces	Rechtshänderin	deu	157
pravačka	ces	Rechtshänderin	deu	157
pravačka	ces	Rechtshänder	deu	157
pravačka	ces	Rechtshänder	deu	157
levačka	ces	Rechtsausleger	deu	157
srna	ces	Rehe	deu	157
srna	ces	Rehwild	deu	157
uklízečka	ces	Reinemachefrau	deu	157
posluhovačka	ces	Reinemachefrau	deu	157
uklízečka	ces	Reinemachfrau	deu	157
uklízečka	ces	Reinigungskraft	deu	157
cestovatelka	ces	Reisende	deu	157
cestovatelka	ces	Reisende	deu	157
cestovatelka	ces	Reisender	deu	157
cestovatelka	ces	Reise…	deu	157
rektorka	ces	Rektorin	deu	157
ředitelka	ces	Rektorin	deu	157
ředitelka	ces	Rekorin	deu	157
penzistka	ces	Rentnerin	deu	157
reprezentantka	ces	Repräsentantin	deu	157
herečka	ces	Revuegirl	deu	157
sboristka	ces	Revuegirl	deu	157
herečka	ces	Revuetänzerin	deu	157
sboristka	ces	Revuetänzerin	deu	157
soudkyně	ces	Richterin	deu	157
soudkyně	ces	Richterin	deu	157
samice	ces	Rind	deu	157
srna	ces	Roe Deer	eng	187
trubka	ces	Rohr	deu	157
trubice	ces	Rohr	deu	157
trubka	ces	Rohr	deu	157
trubka	ces	Rohr	deu	157
trubka	ces	Rohr	deu	157
trubka	ces	Rohr	deu	157
trubka	ces	Rohr	deu	157
trubka	ces	Rohr	deu	157
bruslařka	ces	Rollschuhläufer	deu	157
holubinka	ces	Russule	fra	211
zrzka	ces	Rotkopf	deu	157
zrzka	ces	Rothaarige	deu	157
zrzka	ces	Rotschopf	deu	157
hlístice	ces	Rundwürmer	deu	157
hlístice	ces	Rundwurm	deu	157
hlístice	ces	Rundwurm	deu	157
holubinka	ces	Russula	nld	512
trubka	ces	Röhre	deu	157
trubka	ces	Röhre	deu	157
trubice	ces	Röhre	deu	157
trubka	ces	Röhre	deu	157
vodnice	ces	Rübe	deu	157
palička	ces	Samenkapsel	deu	157
kutilka	ces	Sandwespen	deu	157
ještěrka	ces	Sauria	deu	157
saxofonistka	ces	Saxophonist	deu	157
saxofonistka	ces	Saxophonist	deu	157
saxofonistka	ces	Saxophonist	deu	157
saxofonistka	ces	Saxophonistin	deu	157
saxofonistka	ces	Saxophonistin	deu	157
saxofonistka	ces	Saxophonistin	deu	157
saxofonistka	ces	Saxofonist	deu	157
saxofonistka	ces	Saxofonistin	deu	157
saxofonistka	ces	Saxophon	deu	157
saxofonistka	ces	Saxophonspieler	deu	157
šachovnice	ces	Schachbrett	deu	157
šachovnice	ces	Schachbrett	deu	157
šachovnice	ces	Schachbrett	deu	157
šachovnice	ces	Schachbrett	deu	157
šachovnice	ces	Schachbrett	deu	157
šachovnice	ces	Schachbrett	deu	157
šachovnice	ces	Schachbrett	deu	157
šachistka	ces	Schachspielerin	deu	157
šachistka	ces	Schachspielerin	deu	157
šachistka	ces	Schachspieler	deu	157
kuplířka	ces	Schadchen	deu	157
pastýřka	ces	Schafhirt	deu	157
pastýřka	ces	Schafhirtin	deu	157
šachovnice	ces	Schachfeld	deu	157
ježatka	ces	Schamahirse	deu	157
pokladnice	ces	Schatzkammer	deu	157
klenotnice	ces	Schatzkammer	deu	157
manekýnka	ces	Schaufensterpuppe	deu	157
modelka	ces	Schaufensterpuppe	deu	157
manekýnka	ces	Schaufensterpuppe	deu	157
modelka	ces	Schaufensterpuppe	deu	157
číšnice	ces	Schani	deu	157
manekýnka	ces	Schaufensterpuppen	deu	157
modelka	ces	Schaufensterpuppen	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspielerin	deu	157
herečka	ces	Schauspieler	deu	157
lyžařka	ces	Schifahrer	deu	157
sudička	ces	Schicksal	deu	157
lyžařka	ces	Schiläuferin	deu	157
lyžařka	ces	Schiläufer	deu	157
radioamatérka	ces	Schinke	deu	157
radioamatérka	ces	Schinken	deu	157
náměsíčnice	ces	Schlafwandlerin	deu	157
prostitutka	ces	Schlampe	deu	157
prostitutka	ces	Schlampe	deu	157
trubice	ces	Schlauch	deu	157
palička	ces	Schlegel	deu	157
bruslařka	ces	Schlittschuhläuferin	deu	157
bruslařka	ces	Schlittschuhläuferin	deu	157
bruslařka	ces	Schlittschuhläuferin	deu	157
bruslařka	ces	Schlittschuhläufer	deu	157
bruslařka	ces	Schlittschuhläufer	deu	157
kastelánka	ces	Schlossherrin	deu	157
krejčová	ces	Schneiderin	deu	157
krejčová	ces	Schneiderin	deu	157
krejčová	ces	Schneiderin	deu	157
pašeračka	ces	Schmugglerin	deu	157
kuřačka	ces	Schmöker	deu	157
švagrová	ces	Schnur	deu	157
písařka	ces	Schreibkraft	deu	157
tajemnice	ces	Schriftführer	deu	157
kreslířka	ces	Schubkasten	deu	157
kreslířka	ces	Schublade	deu	157
autorka	ces	Schriftstellerin	deu	157
dlužnice	ces	Schuldnerin	deu	157
dlužnice	ces	Schuldnerin	deu	157
školačka	ces	Schulmädchen	deu	157
žákyně	ces	Schulmädchen	deu	157
školačka	ces	Schulmädchen	deu	157
žákyně	ces	Schulmädchen	deu	157
ještěrka	ces	Schuppenkriechtier	deu	157
ještěrka	ces	Schuppenkriechtier	deu	157
ředitelka	ces	Schulleiterin	deu	157
učitelka	ces	Schullehrerin	deu	157
ještěrka	ces	Schuppenreptil	deu	157
sponzorka	ces	Schutzherrin	deu	157
švagrová	ces	Schwager	deu	157
naivka	ces	Schwachkopf	deu	157
černoška	ces	Schwarzer	deu	157
černoška	ces	Schwarze	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
tchyně	ces	Schwiegermutter	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
švagrová	ces	Schwägerin	deu	157
pastýřka	ces	Schäferin	deu	157
pastýřka	ces	Schäferin	deu	157
pastýřka	ces	Schäferin	deu	157
ošetřovatelka	ces	Schwester	deu	157
ošetřovatelka	ces	Schwester	deu	157
mniška	ces	Schwester	deu	157
ošetřovatelka	ces	Schwester	deu	157
plavkyně	ces	Schwimmerin	deu	157
lhářka	ces	Schwindler	deu	157
tchyně	ces	Schwieger	deu	157
tchyně	ces	Schwäherin	deu	157
ošetřovatelka	ces	Schwesterherz	deu	157
krasavice	ces	Schönheit	deu	157
krasavice	ces	Schönheit	deu	157
krasavice	ces	Schönheit	deu	157
krasavice	ces	Schönheit	deu	157
školačka	ces	Schülerin	deu	157
žákyně	ces	Schülerin	deu	157
školačka	ces	Schülerin	deu	157
školačka	ces	Schülerin	deu	157
žákyně	ces	Schülerin	deu	157
školačka	ces	Schülerin	deu	157
žákyně	ces	Schülerin	deu	157
krasavice	ces	Schöne	deu	157
krasavice	ces	Schöne	deu	157
krasavice	ces	Schöne	deu	157
svůdkyně	ces	Seejungfrau	deu	157
ježovka	ces	Seeigel	deu	157
ježovka	ces	Seeigel	deu	157
ježovka	ces	Seeigel	deu	157
ježovka	ces	Seeigel	deu	157
motýlice	ces	Seejungfer	deu	157
prorokyně	ces	Seherin	deu	157
věštkyně	ces	Seherin	deu	157
hedvábnice	ces	Seidenbienen	deu	157
sekretářka	ces	Sekretärin	deu	157
sekretářka	ces	Sekretärin	deu	157
sekretářka	ces	Sekretärin	deu	157
sekretářka	ces	Sekretärin	deu	157
sekretářka	ces	Sekretär	deu	157
sekretářka	ces	Sekretär	deu	157
sebevražedkyně	ces	Selbstmörderin	deu	157
sebevražedkyně	ces	Selbstmörderin	deu	157
sebevražedkyně	ces	Selbstmörder	deu	157
číšnice	ces	Servierin	deu	157
milenka	ces	Sexpartner	deu	157
milovnice	ces	Sexpartner	deu	157
paní	ces	Señor	spa	666
paní	ces	Señora	spa	666
věštkyně	ces	Sibylle	deu	157
trubka	ces	Signalhorn	deu	157
trubka	ces	Signalhorn	deu	157
vokalistka	ces	Singer	deu	157
trubice	ces	Siphon	deu	157
svůdkyně	ces	Sirene	deu	157
svůdkyně	ces	Sirene	deu	157
svůdkyně	ces	Sirene	deu	157
svůdkyně	ces	Siren	eng	187
celnice	ces	Sitten	deu	157
bruslařka	ces	Skater	deu	157
bruslařka	ces	Skaterin	deu	157
lyžařka	ces	Skiläuferin	deu	157
lyžařka	ces	Skiläuferin	deu	157
lyžařka	ces	Skiläuferin	deu	157
lyžařka	ces	Skifahrer	deu	157
lyžařka	ces	Skifahrer	deu	157
lyžařka	ces	Skifahrer	deu	157
lyžařka	ces	Skifahrerin	deu	157
lyžařka	ces	Skifahrerin	deu	157
lyžařka	ces	Skiläufer	deu	157
otrokyně	ces	Sklavin	deu	157
otrokyně	ces	Sklavin	deu	157
otrokyně	ces	Sklavin	deu	157
otrokyně	ces	Sklavin	deu	157
nevolnice	ces	Sklavin	deu	157
otrokyně	ces	Sklave	deu	157
krtice	ces	Skrofeln	deu	157
voyeurka	ces	Spanner	deu	157
vodnice	ces	Speiserübe	deu	157
dárkyně	ces	Spenderin	deu	157
špionáž	ces	Spionage	deu	157
špionáž	ces	Spionage	deu	157
špionáž	ces	Spionage	deu	157
špionáž	ces	Spionage	deu	157
špionáž	ces	Spionage	deu	157
špionáž	ces	Spionage	deu	157
špionáž	ces	Spionage	deu	157
sportovkyně	ces	Sportlerin	deu	157
sportovkyně	ces	Sportlerin	deu	157
sportovkyně	ces	Sportlerin	deu	157
sportovkyně	ces	Sportlerin	deu	157
sportovkyně	ces	Sportlerin	deu	157
sportovkyně	ces	Sportler	deu	157
sportovkyně	ces	Sportler	deu	157
atletka	ces	Sportler	deu	157
gymnastka	ces	Sportlehrer	deu	157
kuželka	ces	Sportkegeln	deu	157
sportovkyně	ces	Sportswoman	deu	157
hlístice	ces	Spulwurm	deu	157
indiánka	ces	Squaw	deu	157
manželka	ces	Sra.	spa	666
paní	ces	Sra.	spa	666
paní	ces	Sra.	spa	666
paní	ces	Srimati	eng	187
palička	ces	Stampfer	deu	157
stalinistka	ces	Stalinist	eng	187
stalinistka	ces	Stalinist	deu	157
vodnice	ces	Steckrübe	deu	157
skalnice	ces	Steinpicker	deu	157
zástupkyně	ces	Stellvertreterin	deu	157
stenografka	ces	Stenographin	deu	157
stenotypistka	ces	Stenotypistin	deu	157
stepařka	ces	Stepptänzerin	deu	157
stevardka	ces	Stewardess	deu	157
stevardka	ces	Stewardess	deu	157
stevardka	ces	Stewardess	deu	157
tužka	ces	Stift	deu	157
tužka	ces	Stift	deu	157
tužka	ces	Stift	deu	157
tužka	ces	Stift	deu	157
pastelka	ces	Stift	deu	157
tužka	ces	Stift	deu	157
pastorkyně	ces	Stieftochter	deu	157
pastorkyně	ces	Stiefttochter	deu	157
prostitutka	ces	Straßendirne	deu	157
prostitutka	ces	Straßenhure	deu	157
prostitutka	ces	Straßenmädchen	deu	157
prostitutka	ces	Straßennutte	deu	157
prostitutka	ces	Straßenprostituierte	deu	157
výtržnice	ces	Streithahn	deu	157
prostitutka	ces	Stricherin	deu	157
prostitutka	ces	Strichmädchen	deu	157
prostitutka	ces	Strichmädchen	deu	157
prostitutka	ces	Strichmädchen	deu	157
striptérka	ces	Stripperin	deu	157
striptérka	ces	Stripperin	deu	157
striptérka	ces	Stripperin	deu	157
striptérka	ces	Stripperin	deu	157
pletařka	ces	Strickerin	deu	157
striptérka	ces	Stripper	deu	157
striptérka	ces	Stripteasetänzer	deu	157
striptérka	ces	Stripteasetänzerin	deu	157
návštěvnice	ces	Strichvogel	deu	157
studentka	ces	Studentin	deu	157
studentka	ces	Studentin	deu	157
studentka	ces	Studentin	deu	157
studentka	ces	Studentin	deu	157
studentka	ces	Studentin	deu	157
studentka	ces	Studentin	deu	157
studentka	ces	Student	deu	157
studentka	ces	Student	deu	157
studentka	ces	Studierende	deu	157
studentka	ces	Studierender	deu	157
trubka	ces	Stutzen	deu	157
palička	ces	Stößel	deu	157
sultánka	ces	Sultanin	deu	157
sčítačka	ces	Summierzählwerk	deu	157
věštkyně	ces	Sybil	eng	187
paní	ces	Syeda	eng	187
pěvkyně	ces	Sängerin	deu	157
zpěvačka	ces	Sängerin	deu	157
pěvkyně	ces	Sängerin	deu	157
zpěvačka	ces	Sängerin	deu	157
zpěvačka	ces	Sängerin	deu	157
pěvkyně	ces	Sängerin	deu	157
zpěvačka	ces	Sängerin	deu	157
zpěvačka	ces	Sängerin	deu	157
zpěvačka	ces	Sängerin	deu	157
vokalistka	ces	Sängerin	deu	157
zpěvačka	ces	Sänger	deu	157
zpěvačka	ces	Sänger	deu	157
vokalistka	ces	Sänger	deu	157
cestovatelka	ces	Sägeschlitten	deu	157
hříšnice	ces	Sünderin	deu	157
hříšnice	ces	Sünderin	deu	157
hříšnice	ces	Sünderin	deu	157
hříšnice	ces	Sünder	deu	157
paní	ces	Tagesmutter	deu	157
stavebnice	ces	Taschengeige	deu	157
holubice	ces	Taube	deu	157
holubice	ces	Taube	deu	157
holubice	ces	Taube	deu	157
holubice	ces	Tauben	deu	157
potápka	ces	Tauchentchen	deu	157
telefonistka	ces	Telefonistin	deu	157
telegrafistka	ces	Telegrafin	deu	157
vodnice	ces	Teltower Rübchen	deu	157
tenistka	ces	Tennisspielerin	deu	157
tenistka	ces	Tennisspielerin	deu	157
tenistka	ces	Tennisspieler	deu	157
tenistka	ces	Tennisspieler	deu	157
klepačka	ces	Teppichklopfer	deu	157
teroristka	ces	Terroristin	deu	157
ďáblice	ces	Teufelsweib	deu	157
dračice	ces	Teufelsweib	deu	157
ďáblice	ces	Teufelsweib	deu	157
teoložka	ces	Theologin	deu	157
zvěrolékařka	ces	Tierarzt	deu	157
naivka	ces	Tor	deu	157
cestovatelka	ces	Tourist	deu	157
cvičitelka	ces	Trainer	deu	157
traktoristka	ces	Traktoristin	deu	157
stopařka	ces	Tramper	deu	157
stopařka	ces	Tramper	deu	157
stopařka	ces	Tramperin	deu	157
kreslířka	ces	Trassant	deu	157
svatba	ces	Trauung	deu	157
svatba	ces	Trauung	deu	157
svatba	ces	Trauung	deu	157
svatba	ces	Trauung	deu	157
svatba	ces	Trauung	deu	157
cestovatelka	ces	Traveller	deu	157
trubka	ces	Trompete	deu	157
trubka	ces	Trompete	deu	157
trubka	ces	Trompete	deu	157
trubka	ces	Trompete	deu	157
trubka	ces	Trompete	deu	157
trubka	ces	Trompete	deu	157
naivka	ces	Tropf	deu	157
naivka	ces	Trottel	deu	157
gymnastka	ces	Turner	deu	157
gymnastka	ces	Turner	deu	157
gymnastka	ces	Turnerin	deu	157
gymnastka	ces	Turnerin	deu	157
holubice	ces	Turteltaube	deu	157
hlístice	ces	Tylenchida	deu	157
holubinka	ces	Täublinge	deu	157
holubinka	ces	Täublinge	deu	157
repetilka	ces	Törin	deu	157
obchodnice	ces	Unternehmerin	deu	157
byznysmenka	ces	Unternehmerin	deu	157
ještěrka	ces	Varanidae	deu	157
ještěrka	ces	Varanus	deu	157
veganka	ces	Veganer	deu	157
veganka	ces	Veganer	deu	157
veganka	ces	Veganerin	deu	157
veganka	ces	Veganerin	deu	157
vegetariánka	ces	Vegetarierin	deu	157
vegetariánka	ces	Vegetarier	deu	157
partnerka	ces	Verabredung	deu	157
svůdkyně	ces	Verführerin	deu	157
svůdkyně	ces	Verführerin	deu	157
svůdkyně	ces	Verführerin	deu	157
pokušitelka	ces	Verführerin	deu	157
svůdkyně	ces	Verführerin	deu	157
ctitelka	ces	Verehrerin	deu	157
ctitelka	ces	Verehrerin	deu	157
autorka	ces	Verfasserin	deu	157
autorka	ces	Verfasserin	deu	157
obhájkyně	ces	Verfechterin	deu	157
svatba	ces	Verehelichung	deu	157
svatba	ces	Verehelichung	deu	157
svatba	ces	Verehelichung	deu	157
bastardizace	ces	Verfälschung	deu	157
honička	ces	Verfolgung	deu	157
honička	ces	Verfolgungsjagd	deu	157
honička	ces	Verfolgungsszene	deu	157
autorka	ces	Verfasser	deu	157
svatba	ces	Verheiratung	deu	157
svatba	ces	Verheiratung	deu	157
svatba	ces	Verheiratung	deu	157
svatba	ces	Verheiratung	deu	157
sudička	ces	Verhängnis	deu	157
prodavačka	ces	Verkäuferin	deu	157
prodavačka	ces	Verkäuferin	deu	157
prodavačka	ces	Verkäuferin	deu	157
prodavačka	ces	Verkäuferin	deu	157
prodavačka	ces	Verkäuferin	deu	157
snoubenka	ces	Verlobte	deu	157
snoubenka	ces	Verlobte	deu	157
snoubenka	ces	Verlobte	deu	157
snoubenka	ces	Verlobte	deu	157
prodavačka	ces	Verkäufer	deu	157
prodavačka	ces	Verkäufer	deu	157
milenka	ces	Verliebte	deu	157
milovnice	ces	Verliebte	deu	157
milenka	ces	Verliebter	deu	157
milovnice	ces	Verliebter	deu	157
svatba	ces	Vermählung	deu	157
svatba	ces	Vermählung	deu	157
svatba	ces	Vermählung	deu	157
svatba	ces	Vermählung	deu	157
svatba	ces	Vermählung	deu	157
zrádkyně	ces	Verräterin	deu	157
obránkyně	ces	Verteidigerin	deu	157
svůdkyně	ces	Versucherin	deu	157
markytánka	ces	Versorger	deu	157
vyhnankyně	ces	Vertriebene	deu	157
panna	ces	Virgo	spa	666
vokalistka	ces	Vokalist	deu	157
vokalistka	ces	Vokalistin	deu	157
představená	ces	Vorgesetzte	deu	157
kuratela	ces	Vormundschaft	deu	157
čtenářka	ces	Vorleser	deu	157
manekýnka	ces	Vorführdame	deu	157
modelka	ces	Vorführdame	deu	157
věštkyně	ces	Vorkämpferin	deu	157
předsedkyně	ces	Vorsitzende	deu	157
starostka	ces	Vorsitzende	deu	157
předsedkyně	ces	Vorsitzende	deu	157
voyeurka	ces	Voyeur	deu	157
voyeurka	ces	Voyeurin	deu	157
strážnice	ces	Wachstube	deu	157
strážnice	ces	Wachzimmer	deu	157
pastelka	ces	Wachsmalstift	deu	157
strážnice	ces	Wachlokal	deu	157
zbrojnice	ces	Waffenkammer	deu	157
zbrojnice	ces	Waffenkammer	deu	157
zbrojnice	ces	Waffenlager	deu	157
zbrojnice	ces	Waffenlager	deu	157
zbrojnice	ces	Waffenvorrat	deu	157
zbrojnice	ces	Waffenvorrat	deu	157
zbrojnice	ces	Waffenfabrik	deu	157
prorokyně	ces	Wahrsagerin	deu	157
tkadlena	ces	Weberin	deu	157
tkadlena	ces	Weberin	deu	157
tkadlena	ces	Weber	deu	157
samice	ces	Weibchen	deu	157
samice	ces	Weibchen	deu	157
samice	ces	Weibchen	deu	157
manželka	ces	Weib	deu	157
manželka	ces	Weib	deu	157
paní	ces	Weib	deu	157
paní	ces	Weib	deu	157
manželka	ces	Weibsperson	deu	157
paní	ces	Weibsperson	deu	157
paní	ces	Weibsperson	deu	157
paní	ces	Weibsbild	deu	157
věštkyně	ces	Weissagerin	deu	157
běloška	ces	Weiße	deu	157
běloška	ces	Weiße	deu	157
běloška	ces	Weiße	deu	157
kovbojka	ces	Western	eng	187
kovbojka	ces	Western	eng	187
kovbojka	ces	Western	deu	157
atletka	ces	Wettkämpfer	deu	157
wikipedistka	ces	Wikipedian	eng	187
wikipedistka	ces	Wikipedianerin	deu	157
wikipedistka	ces	Wikipedianer	deu	157
divoška	ces	Wilde	deu	157
kovbojka	ces	Wildwestfilm	deu	157
kovbojka	ces	Wildwestfilm	deu	157
divoška	ces	Wildfang	deu	157
uličnice	ces	Wildfang	deu	157
hostitelka	ces	Wirtin	deu	157
hostitelka	ces	Wirtin	deu	157
hostitelka	ces	Wirtin	deu	157
hosteska	ces	Wirt	deu	157
hostitelka	ces	Wirt	deu	157
vědkyně	ces	Wissenschaftlerin	deu	157
mecenáška	ces	Wohltäterin	deu	157
štětka	ces	Wollkamm	deu	157
štětka	ces	Wollkratzer	deu	157
strážkyně	ces	Wächterin	deu	157
opatrovnice	ces	Wärterin	deu	157
ošetřovatelka	ces	Wärterin	deu	157
vlčice	ces	Wölfin	deu	157
vlčice	ces	Wölfin	deu	157
vlčice	ces	Wölfin	deu	157
vlčice	ces	Wölfin	deu	157
vlčice	ces	Wölfin	deu	157
vlčice	ces	Wölfin	deu	157
vlčice	ces	Wölfin	deu	157
šachovnice	ces	Zabel	deu	157
zubařka	ces	Zahnärztin	deu	157
čarodějnice	ces	Zankteufel	deu	157
kouzelnice	ces	Zauberin	deu	157
čarodějka	ces	Zauberin	deu	157
čarodějka	ces	Zauberin	deu	157
kouzelnice	ces	Zauberin	deu	157
kouzelnice	ces	Zauberin	deu	157
čarodějka	ces	Zauberin	deu	157
čarodějnice	ces	Zauberer	deu	157
pastelka	ces	Zeichenstift	deu	157
pastelka	ces	Zeichenstift	deu	157
současnice	ces	Zeitgenosse	deu	157
kreslířka	ces	Zeichner	deu	157
novinářka	ces	Zeitungsmann	deu	157
svědkyně	ces	Zeugin	deu	157
zbrojnice	ces	Zeughaus	deu	157
zbrojnice	ces	Zeughaus	deu	157
pěstounka	ces	Ziehmutter	deu	157
pokojská	ces	Zimmermädchen	deu	157
sionistka	ces	Zionist	eng	187
sionistka	ces	Zionist	eng	187
sionistka	ces	Zionist	eng	187
sionistka	ces	Zionist	eng	187
sionistka	ces	Zionist	deu	157
sionistka	ces	Zionistin	deu	157
komorná	ces	Zofe	deu	157
celnice	ces	Zoll	deu	157
celnice	ces	Zoll	deu	157
celnice	ces	Zoll	deu	157
celnice	ces	Zoll	deu	157
celnice	ces	Zoll	deu	157
celnice	ces	Zollamt	deu	157
celnice	ces	Zollamt	deu	157
celnice	ces	Zollamt	deu	157
celnice	ces	Zollhaus	deu	157
celnice	ces	Zollhaus	deu	157
celnice	ces	Zollerhebung	deu	157
celnice	ces	Zollgebühren	deu	157
zooložka	ces	Zoologin	deu	157
kuplířka	ces	Zuhälterin	deu	157
posluchačka	ces	Zuhörerin	deu	157
snoubenka	ces	Zukünftige	deu	157
kuplířka	ces	Zuhälter	deu	157
uklízečka	ces	Zugehfrau	deu	157
potápka	ces	Zwergtaucher	deu	157
sčítačka	ces	Zählwerk	deu	157
misionářka	ces	a	spa	666
potápka	ces	aalduiker	nld	512
zaměstnankyně	ces	aangestelde	nld	512
pravačka	ces	aanhanger van een rechtse parti	nld	512
pravačka	ces	aanhanger van een rechtse partij	nld	512
stavitelka	ces	aannemer	nld	512
snoubenka	ces	aanstaande	nld	512
arcivévodkyně	ces	aartshertogin	nld	512
představená	ces	abadesa	spa	666
představená	ces	abadesa	spa	666
převorka	ces	abadesa	spa	666
představená	ces	abbesse	fra	211
představená	ces	abbesse	fra	211
převorka	ces	abbesse	fra	211
představená	ces	abbess	eng	187
převorka	ces	abbess	eng	187
představená	ces	abbess	eng	187
převorka	ces	abbess	eng	187
představená	ces	abdis	nld	512
převorka	ces	abdis	nld	512
asistentka	ces	abetter	eng	187
pomocnice	ces	abetter	eng	187
asistentka	ces	abetters	eng	187
pomocnice	ces	abetters	eng	187
asistentka	ces	abettors	eng	187
pomocnice	ces	abettors	eng	187
advokátka	ces	abogada	spa	666
naivka	ces	abruti	fra	211
absentérka	ces	absentéiste	fra	211
bastardizace	ces	abâtardissement	fra	211
potápka	ces	acacalote	spa	666
studentka	ces	academic	eng	187
biletářka	ces	acomodadora	spa	666
uvaděčka	ces	acomodadora	spa	666
asistentka	ces	acolyte	eng	187
pomocnice	ces	acolyte	eng	187
soudružka	ces	acompañante	spa	666
honička	ces	acosamiento	spa	666
kamarádka	ces	acquaintance	eng	187
příznivkyně	ces	acquaintance	eng	187
akrobatka	ces	acrobate	fra	211
artistka	ces	acrobate	fra	211
herečka	ces	acteur	fra	211
herečka	ces	acteur	fra	211
herečka	ces	acteur	nld	512
akcionářka	ces	actionnaire	fra	211
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actress	eng	187
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actrice	fra	211
herečka	ces	actriz	spa	666
herečka	ces	actriz	spa	666
herečka	ces	actriz	spa	666
herečka	ces	actriz	spa	666
herečka	ces	actriz	spa	666
herečka	ces	actrice	nld	512
herečka	ces	actrice	nld	512
herečka	ces	actrice	nld	512
herečka	ces	actrice	nld	512
herečka	ces	actor	eng	187
herečka	ces	actor	spa	666
sčítačka	ces	adder	eng	187
sčítačka	ces	adding machine	eng	187
sčítačka	ces	adding machine	eng	187
sčítačka	ces	additionneuse	fra	211
přívrženkyně	ces	adepte	fra	211
stoupenkyně	ces	adepte	fra	211
asistentka	ces	adjoint	fra	211
pomocnice	ces	adjoint	fra	211
asistentka	ces	adjointe	fra	211
pomocnice	ces	adjointe	fra	211
vydražitelka	ces	adjudicataire	fra	211
asistentka	ces	adjunct	eng	187
pomocnice	ces	adjunct	eng	187
asistentka	ces	adjunct	nld	512
pomocnice	ces	adjunct	nld	512
administrátorka	ces	administrateur	fra	211
správkyně	ces	administrateur	fra	211
ctitelka	ces	admirer	eng	187
ctitelka	ces	admirer	eng	187
ctitelka	ces	admirer	eng	187
správkyně	ces	administratrice	fra	211
obdivovatelka	ces	admiratrice	fra	211
ctitelka	ces	admiratrice	fra	211
fanynka	ces	admirador	spa	666
obdivovatelka	ces	admirador	spa	666
ctitelka	ces	admirateur	fra	211
ctitelka	ces	admiradora	spa	666
osvojitelka	ces	adoptant	fra	211
pěstounka	ces	adopter	eng	187
pěstounka	ces	adoptador	spa	666
cizoložnice	ces	adulteress	eng	187
cizoložnice	ces	adulteress	eng	187
prostitutka	ces	adulteress	eng	187
cizoložnice	ces	adulteress	eng	187
cizoložnice	ces	adulteress	eng	187
cizoložnice	ces	adulteress	eng	187
