src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
košík	ces	Korb	deu	157
provázek	ces	Kordel	deu	157
zrnko	ces	Korn	deu	157
zrnko	ces	Korn	deu	157
zrnko	ces	Korn	deu	157
hrozinka	ces	Korinthe	deu	157
částečka	ces	Korpuskel	deu	157
límeček	ces	Kragen	deu	157
límeček	ces	Kragen	deu	157
krček	ces	Kragen	deu	157
páčka	ces	Krafthebel	deu	157
kohoutek	ces	Kran	deu	157
kohoutek	ces	Kran	deu	157
závorka	ces	Krampe	deu	157
brusinka	ces	Kranbeere	deu	157
neschopenka	ces	Krankenschein	deu	157
neschopenka	ces	Krankenschein	deu	157
sestřička	ces	Krankenschwester	deu	157
sestřička	ces	Krankenschwester	deu	157
sestřička	ces	Krankenschwester	deu	157
sanitka	ces	Krankenwagen	deu	157
záchranka	ces	Krankenwagen	deu	157
sanitka	ces	Krankenwagen	deu	157
sanitka	ces	Krankenwagen	deu	157
sanitka	ces	Krankenwagen	deu	157
sanitka	ces	Krankenwagen	deu	157
sanitka	ces	Krankenwagen	deu	157
záchranka	ces	Krankenwagen	deu	157
sanitka	ces	Krankenwagen	deu	157
neschopenka	ces	Krankenstand	deu	157
zárodek	ces	Krankheitserreger	deu	157
zárodek	ces	Krankheitserreger	deu	157
sestřička	ces	Krankenpfleger	deu	157
sestřička	ces	Krankenpflegerin	deu	157
kroužek	ces	Kranz	deu	157
věneček	ces	Kranz	deu	157
kroužek	ces	Kreis	deu	157
kroužek	ces	Kreis	deu	157
kroužek	ces	Kreis	deu	157
okrsek	ces	Kreis	deu	157
vlček	ces	Kreisel	deu	157
křížek	ces	Kreuz	deu	157
křížek	ces	Kreuz	deu	157
křížek	ces	Kreuz	deu	157
mezititulek	ces	Kreuzkopf	deu	157
kroužek	ces	Kringel	deu	157
věneček	ces	Kringel	deu	157
jesličky	ces	Krippe	deu	157
hubička	ces	Kuß	deu	157
korunka	ces	Krone	deu	157
plátek	ces	Kronblatt	deu	157
džbánek	ces	Krug	deu	157
džbánek	ces	Krug	deu	157
džbánek	ces	Krug	deu	157
hrnek	ces	Krug	deu	157
lahvička	ces	Krug	deu	157
brusinka	ces	Kronsbeere	deu	157
brusinka	ces	Kronsbeere	deu	157
brusinka	ces	Kronsbeere	deu	157
brusinka	ces	Kronsbeere	deu	157
brusinka	ces	Kronsbeere	deu	157
mázdřivka	ces	Krupp	deu	157
holubička	ces	Krähenfuß	deu	157
vlnka	ces	Kräuselung	deu	157
kostka	ces	Kubus	deu	157
násadka	ces	Kugelschreiber	deu	157
páčka	ces	Kuhfuß	deu	157
kopeček	ces	Kuppe	deu	157
latinka	ces	Kursivschrift	deu	157
linka	ces	Kurs	deu	157
děvka	ces	Kurtisane	deu	157
nevěstka	ces	Kurtisane	deu	157
hubička	ces	Kuss	deu	157
hubička	ces	Kuss	deu	157
bratránek	ces	Kusin	deu	157
bratránek	ces	Kusine	deu	157
brouček	ces	Käferchen	deu	157
stolička	ces	Käcker	deu	157
kočička	ces	Kätzchen	deu	157
koťátko	ces	Kätzchen	deu	157
kočička	ces	Kätzchen	deu	157
kočička	ces	Kätzlein	deu	157
košíček	ces	Körbchen	deu	157
košíček	ces	Körbchen	deu	157
zrníčko	ces	Körnchen	deu	157
zrnko	ces	Körnchen	deu	157
zrnko	ces	Körnchen	deu	157
zrnko	ces	Körnchen	deu	157
hlávka	ces	Köpfchen	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
chladnička	ces	Kühlschrank	deu	157
lednička	ces	Kühlschrank	deu	157
ptáčátko	ces	Küken	deu	157
chladnička	ces	Kühlraum	deu	157
chladnička	ces	Kühlraum	deu	157
chladnička	ces	Kühlraum	deu	157
lednička	ces	Kühlraum	deu	157
chladnička	ces	Kühlraum	deu	157
lednička	ces	Kühlraum	deu	157
pejsek	ces	Köter	deu	157
klobouček	ces	Kühlerhaube	deu	157
chladnička	ces	Kühlbox	deu	157
chladnička	ces	Kühlanlage	deu	157
lednička	ces	Kühlanlage	deu	157
chladnička	ces	Kühlmaschine	deu	157
lednička	ces	Kühlmaschine	deu	157
chladnička	ces	Kühltruhe	deu	157
lednička	ces	Kühltruhe	deu	157
kapička	ces	Kügelchen	deu	157
pusinka	ces	Küsschen	deu	157
smíšek	ces	Lacher	deu	157
smíšek	ces	Lacherin	deu	157
bochánek	ces	Laibchen	deu	157
jehňátko	ces	Lamm	deu	157
ovečka	ces	Lamm	deu	157
jehňátko	ces	Lamm	deu	157
jehňátko	ces	Lammfleisch	deu	157
lampička	ces	Lampe	deu	157
svinka	ces	Landassel	deu	157
svinka	ces	Landassel	deu	157
okrsek	ces	Land	deu	157
okrsek	ces	Landkreis	deu	157
okrsek	ces	Landstrich	deu	157
zlodějíček	ces	Langfinger	deu	157
latinka	ces	Langschrift	deu	157
klínek	ces	Lasche	deu	157
latinka	ces	Lateinisch	deu	157
latinka	ces	Lateinisch	deu	157
latinka	ces	Lateinisch	deu	157
latinka	ces	Latin script	eng	187
latinka	ces	Latin script	eng	9067
latinka	ces	Latin script	eng	9068
latinka	ces	Latin	eng	187
latinka	ces	Latijns	nld	512
pórek	ces	Lauch	deu	157
pórek	ces	Lauch	deu	157
pórek	ces	Lauch	deu	157
pórek	ces	Lauch	deu	157
pórek	ces	Lauch	deu	157
pórek	ces	Lauch	deu	157
rosnička	ces	Laubfrosch	deu	157
rosnička	ces	Laubfrosch	deu	157
bryndáček	ces	Latz	deu	157
besídka	ces	Laube	deu	157
altánek	ces	Laube	deu	157
křížek	ces	Lattenkreuz	deu	157
besídka	ces	Laubengang	deu	157
vozíček	ces	Laufkatze	deu	157
jednotka	ces	Laufwerk	deu	157
kroužek	ces	Laufring	deu	157
žebřík	ces	Laufmasche	deu	157
žebříček	ces	Laufmasche	deu	157
mozeček	ces	Leber	deu	157
dámička	ces	Lebedame	deu	157
lahůdka	ces	Leckerbissen	deu	157
lahůdka	ces	Leckerbissen	deu	157
lahůdka	ces	Leckerbissen	deu	157
lahůdka	ces	Leckerei	deu	157
popisek	ces	Legende	deu	157
stvrzenka	ces	Legitimation	deu	157
živůtek	ces	Leibchen	deu	157
kolovrátek	ces	Leierkasten	deu	157
kolovrátek	ces	Leierkasten	deu	157
kolovrátek	ces	Leier	deu	157
prádélko	ces	Leibwäsche	deu	157
provázek	ces	Leine	deu	157
řemínek	ces	Leine	deu	157
dečka	ces	Leinen	deu	157
dečka	ces	Leinwand	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
žebřík	ces	Leiter	deu	157
linka	ces	Leitung	deu	157
jezulátko	ces	Leitkegel	deu	157
kohoutek	ces	Leitungshahn	deu	157
plůdek	ces	Leptocephalus	deu	157
mandelinka	ces	Leptinotarsa Decemlineata	deu	157
mandelinka	ces	Leptinotarsa decemlineata	eng	187
mandelinka	ces	Leptinotarsa decemlineata	fra	211
mandelinka	ces	Leptinotarsa decemlineata	spa	666
skřivánek	ces	Lerche	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbe	deu	157
lesbička	ces	Lesbierin	deu	157
lesbička	ces	Lesbierin	deu	157
lesbička	ces	Lesbierin	deu	157
lesbička	ces	Lesbierin	deu	157
lesbička	ces	Lesbierin	deu	157
lesbička	ces	Lesbierin	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libelle	deu	157
vážka	ces	Libellen	deu	157
vážka	ces	Libellen	deu	157
svíčka	ces	Licht	deu	157
svíčka	ces	Licht	deu	157
obrázek	ces	Lichtbild	deu	157
zornička	ces	Lid des Auges	deu	157
víčko	ces	Lid	deu	157
víčko	ces	Lid	deu	157
víčko	ces	Lid	deu	157
víčko	ces	Lid	deu	157
koníček	ces	Liebhaberei	deu	157
drahoušek	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
zlatíčko	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
drahoušek	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
drahoušek	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
drahoušek	ces	Liebling	deu	157
miláček	ces	Liebling	deu	157
zlatíčko	ces	Liebling	deu	157
miláček	ces	Liebchen	deu	157
drahoušek	ces	Liebchen	deu	157
miláček	ces	Liebchen	deu	157
drahoušek	ces	Liebchen	deu	157
miláček	ces	Liebchen	deu	157
zlatíčko	ces	Liebchen	deu	157
děvka	ces	Liebesdienerin	deu	157
nevěstka	ces	Liebesdienerin	deu	157
psaníčko	ces	Liebesbrief	deu	157
drahoušek	ces	Liebe	deu	157
miláček	ces	Liebe	deu	157
drahoušek	ces	Liebhaber	deu	157
miláček	ces	Liebhaber	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
písnička	ces	Lied	deu	157
miláček	ces	Liebste	deu	157
miláček	ces	Liebster	deu	157
linka	ces	Linie	deu	157
linka	ces	Linie	deu	157
levička	ces	Linke	deu	157
zornička	ces	Linse des Auges	deu	157
střevlíček	ces	Listkäfer	deu	157
lanko	ces	Litze	deu	157
důlčík	ces	Locher	deu	157
důlčík	ces	Lochzange	deu	157
huňáček	ces	Lodde	deu	157
volavka	ces	Lockvogel	deu	157
jílek	ces	Lolium	deu	157
jílek	ces	Lolium	eng	187
jílek	ces	Lolium	eng	187
jílek	ces	Lolium	fra	211
jílek	ces	Lolch	deu	157
jílek	ces	Lolch	deu	157
tatínek	ces	Lord	eng	187
bobek	ces	Lorbeerkranz	deu	157
vodička	ces	Lotion	deu	157
nevěstka	ces	Luder	deu	157
děvka	ces	Luder	deu	157
děvka	ces	Luder	deu	157
okénko	ces	Luke	deu	157
mozeček	ces	Lunge	deu	157
letohrádek	ces	Lustschloß	deu	157
lucinka	ces	Luzerne	deu	157
lampička	ces	Lämpchen	deu	157
jehňátko	ces	Lämmchen	deu	157
úšklebek	ces	Lächeln	deu	157
kobereček	ces	Läufer	deu	157
lalůček	ces	Läppchen	deu	157
jílek	ces	Lólium	spa	666
lžička	ces	Löffel	deu	157
lžička	ces	Löffel	deu	157
lžička	ces	Löffel	deu	157
lžička	ces	Löffelvoll	deu	157
větříček	ces	Lüftchen	deu	157
jezulátko	ces	Lübecker Hütchen	deu	157
děvečka	ces	Magd	deu	157
mozeček	ces	Magen	deu	157
verzálka	ces	Majuskel	deu	157
mamička	ces	Mama	deu	157
mamička	ces	Mama	deu	157
bradavka	ces	Mamille	deu	157
bradavka	ces	Mamille	deu	157
mamička	ces	Mami	deu	157
schodek	ces	Mangel	deu	157
schodek	ces	Mangel	deu	157
schodek	ces	Mangel	deu	157
schodek	ces	Manko	deu	157
schodek	ces	Manko	deu	157
mužíček	ces	Mann	deu	157
chlapík	ces	Mann	deu	157
kufřík	ces	Mappe	deu	157
chudobka	ces	Margerite	deu	157
sedmikráska	ces	Margerite	deu	157
mužíček	ces	Mari	fra	211
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
slunéčko	ces	Marienkäfer	deu	157
chudobka	ces	Marienblümchen	deu	157
sedmikráska	ces	Marienblümchen	deu	157
maňásek	ces	Marionette	deu	157
panenka	ces	Marionette	deu	157
panáček	ces	Marionette	deu	157
morek	ces	Mark	deu	157
morek	ces	Mark	deu	157
morek	ces	Mark	deu	157
morek	ces	Mark	deu	157
morek	ces	Mark	deu	157
křížek	ces	Markierung	deu	157
křížek	ces	Marke	deu	157
cedulka	ces	Marke	deu	157
štítek	ces	Marke	deu	157
linka	ces	Marschroute	deu	157
strojek	ces	Maschine	deu	157
strojek	ces	Maschine	deu	157
řasenka	ces	Mascara	deu	157
řasenka	ces	Mascara	deu	157
zrnko	ces	Maserung	deu	157
spalničky	ces	Masern	deu	157
spalničky	ces	Masern	deu	157
spalničky	ces	Masern	deu	157
spalničky	ces	Masern	deu	157
spalničky	ces	Masern	deu	157
řasenka	ces	Maskara	deu	157
řasenka	ces	Maskara	deu	157
rohožka	ces	Matte	deu	157
rohožka	ces	Matte	deu	157
rohožka	ces	Matte	deu	157
rohožka	ces	Matte	deu	157
rohožka	ces	Matte	deu	157
roubík	ces	Maulkorb	deu	157
lopatka	ces	Mauerkelle	deu	157
chlubílek	ces	Maulheld	deu	157
lopatka	ces	Maurerkelle	deu	157
pastička	ces	Mausefalle	deu	157
myška	ces	Maus	deu	157
jednotka	ces	Maßeinheit	deu	157
jednotka	ces	Maßeinheit	deu	157
jednotka	ces	Maßeinheit	deu	157
chudobka	ces	Maßliebchen	deu	157
sedmikráska	ces	Maßliebchen	deu	157
pomůcka	ces	Mechanismus	deu	157
morek	ces	Medulla	deu	157
moučka	ces	Mehl	deu	157
prášek	ces	Mehl	deu	157
moučka	ces	Mehl	deu	157
prášek	ces	Mehl	deu	157
moučka	ces	Mehl	deu	157
prášek	ces	Mehl	deu	157
sýkorka	ces	Meise	deu	157
sýkorka	ces	Meise	deu	157
sýkorka	ces	Meise	deu	157
modřinka	ces	Meise	deu	157
buřinka	ces	Melone	deu	157
buřinka	ces	Melone	deu	157
bubínek	ces	Membranophon	deu	157
směska	ces	Mengkorn	deu	157
směska	ces	Mengsel	deu	157
živáček	ces	Mensch	deu	157
stránka	ces	Merkmal	deu	157
lopatka	ces	Metacarpus	deu	157
lopatka	ces	Metatarsus	deu	157
cháska	ces	Meute	deu	157
děvka	ces	Metze	deu	157
samička	ces	Metz	fra	211
líčko	ces	Miene	deu	157
kočička	ces	Miezekätzchen	deu	157
kočička	ces	Miezekätzchen	deu	157
micinka	ces	Mieze	deu	157
kočička	ces	Mieze	deu	157
zárodek	ces	Mikroorganismen	deu	157
zárodek	ces	Mikroorganismus	deu	157
jehňátko	ces	Milchlamm	deu	157
bochánek	ces	Milchbrötchen	deu	157
bubínek	ces	Militärtrommel	deu	157
brouček	ces	Minderjähriger	deu	157
miminko	ces	Minderjähriger	deu	157
pidimužík	ces	Miniatur…	deu	157
součástka	ces	Mini-Anzeigeprogramm	deu	157
strojek	ces	Mini-Anzeigeprogramm	deu	157
věcička	ces	Mini-Anzeigeprogramm	deu	157
norek	ces	Mink	deu	157
schodek	ces	Minusbetrag	deu	157
kohoutek	ces	Mischbatterie	deu	157
kohoutek	ces	Mischbatterie	deu	157
holčička	ces	Miss	eng	187
pacholek	ces	Mistkerl	deu	157
pomůcka	ces	Mithilfe	deu	157
prostředníček	ces	Mittelfinger	deu	157
prostředníček	ces	Mittelfinger	deu	157
prostředníček	ces	Mittelfinger	deu	157
prostředníček	ces	Mittelfinger	deu	157
prostředníček	ces	Mittelfinger	deu	157
prostředníček	ces	Mittelfinger	deu	157
součástka	ces	Mittel	deu	157
strojek	ces	Mittel	deu	157
věcička	ces	Mittel	deu	157
vzorek	ces	Modell	deu	157
šáleček	ces	Mokkatasse	deu	157
chvilka	ces	Moment	deu	157
pohnutka	ces	Moment	deu	157
chvilka	ces	Moment	deu	157
chvilka	ces	Moment	deu	157
minutka	ces	Moment	deu	157
chvilka	ces	Moment	deu	157
vteřinka	ces	Moment	deu	157
moruška	ces	Moltebeere	deu	157
pondělek	ces	Mon	eng	187
pondělek	ces	Monday	eng	187
pondělek	ces	Monday	eng	187
pondělek	ces	Monday	eng	187
pondělek	ces	Monday	eng	187
stolička	ces	Mond	deu	157
měsíček	ces	Mondstein	deu	157
pondělek	ces	Montag	deu	157
pondělek	ces	Montag	deu	157
pondělek	ces	Montag	deu	157
páčka	ces	Montiereisen	deu	157
brusinka	ces	Moosbeere	deu	157
brusinka	ces	Moosbeere	deu	157
brusinka	ces	Moosbeere	deu	157
brusinka	ces	Moosbeere	deu	157
brusinka	ces	Moosbeere	deu	157
brusinka	ces	Moosbeere	deu	157
brusinka	ces	Moosbeere	deu	157
chlapík	ces	Mordskerl	deu	157
jiskřička	ces	Morgenröte	deu	157
pohnutka	ces	Motiv	deu	157
klobouček	ces	Motorhaube	deu	157
tetička	ces	Muhme	deu	157
tetka	ces	Muhme	deu	157
tácek	ces	Mulde	deu	157
moruška	ces	Multbeere	deu	157
moruška	ces	Multebeere	deu	157
ubrousek	ces	Mundtuch	deu	157
servítek	ces	Mundtuch	deu	157
ubrousek	ces	Mundtuch	deu	157
servítek	ces	Mundtuch	deu	157
ubrousek	ces	Mundtuch	deu	157
schránka	ces	Muschel	deu	157
schránka	ces	Muschelschale	deu	157
kočička	ces	Muschikatze	deu	157
písnička	ces	Musikstück	deu	157
vzorek	ces	Muster	deu	157
vzorek	ces	Muster	deu	157
vzorek	ces	Muster	deu	157
vzorek	ces	Musterabschnitt	deu	157
matička	ces	Mutter	deu	157
mamička	ces	Mutter	deu	157
mamička	ces	Mutter	deu	157
mamička	ces	Mutti	deu	157
mamička	ces	Mutti	deu	157
holčička	ces	Mädchen	deu	157
děvčátko	ces	Mädchen	deu	157
holčička	ces	Mädchen	deu	157
holčička	ces	Mädchen	deu	157
holčička	ces	Mädchen	deu	157
holčička	ces	Mädel	deu	157
mužíček	ces	Männchen	deu	157
kabátek	ces	Mäntelchen	deu	157
kabátek	ces	Mäntelchen	deu	157
myška	ces	Mäuschen	deu	157
drahoušek	ces	Mäuschen	deu	157
miláček	ces	Mäuschen	deu	157
mužíček	ces	Männe	deu	157
mlýnek	ces	Mühle	deu	157
mlýnek	ces	Mühle	deu	157
lopatka	ces	Mörtelkelle	deu	157
mamička	ces	Mütterchen	deu	157
mamička	ces	Mütterlein	deu	157
klobouček	ces	Mütze	deu	157
sodík	ces	Na	eng	187
sodík	ces	Na	eng	187
sodík	ces	Na	eng	187
výhonek	ces	Nachwuchs	deu	157
volavka	ces	Nachtreiher	deu	157
nočníček	ces	Nachtgeschirr	deu	157
nočníček	ces	Nachttopf	deu	157
prádelník	ces	Nachtstuhl	deu	157
krček	ces	Nacken	deu	157
jehlička	ces	Nadel	deu	157
jehelníček	ces	Nadelkissen	deu	157
jehelníček	ces	Nadelkissen	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
hřebík	ces	Nagel	deu	157
cvoček	ces	Nagel	deu	157
páčka	ces	Nageleisen	deu	157
šálek	ces	Napf	deu	157
blbeček	ces	Narr	deu	157
cukrovinka	ces	Naschereien	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
sodík	ces	Natrium	deu	157
koníček	ces	Nebenbeschäftigung	deu	157
nadledvinka	ces	Nebenniere	deu	157
hvozdík	ces	Nelke	deu	157
hřebíček	ces	Nelke	deu	157
hvozdík	ces	Nelke	deu	157
hřebíček	ces	Nelke	deu	157
hřebíček	ces	Nelke	deu	157
hřebíček	ces	Nelke	deu	157
hvozdík	ces	Nelke	deu	157
norek	ces	Nerz	deu	157
norek	ces	Nerz	deu	157
norek	ces	Nerz	deu	157
norek	ces	Nerz	deu	157
norek	ces	Nerz	deu	157
norek	ces	Nerzmantel	deu	157
kopřivka	ces	Nesselausschlag	deu	157
kopřivka	ces	Nesselsucht	deu	157
kopřivka	ces	Nesselsucht	deu	157
hnízdečko	ces	Nest	deu	157
hnízdečko	ces	Nest	deu	157
podkladek	ces	Nestei	deu	157
síťka	ces	Netz	deu	157
novinka	ces	Neuentwicklung	deu	157
novinka	ces	Neuheit	deu	157
novinka	ces	Neuigkeit	deu	157
novinka	ces	Neuigkeit	deu	157
zornička	ces	Nickhaut	deu	157
mozeček	ces	Niere	deu	157
nýtek	ces	Niet	deu	157
cvoček	ces	Niete	deu	157
pánvička	ces	Nierenbecken	deu	157
bradavka	ces	Nippel	deu	157
bradavka	ces	Nippel	deu	157
bradavka	ces	Nippel	deu	157
bradavka	ces	Nippel	deu	157
bradavka	ces	Nippel	deu	157
sanitka	ces	Notarztwagen	deu	157
záchranka	ces	Notarztwagen	deu	157
váleček	ces	Nudelholz	deu	157
váleček	ces	Nudelholz	deu	157
váleček	ces	Nudelrolle	deu	157
váleček	ces	Nudelwalker	deu	157
křížek	ces	Nummernzeichen	deu	157
drážka	ces	Nut	deu	157
žlábek	ces	Nut	deu	157
drážka	ces	Nut	deu	157
děvka	ces	Nutte	deu	157
nevěstka	ces	Nutte	deu	157
děvka	ces	Nutte	deu	157
nevěstka	ces	Nutte	deu	157
děvka	ces	Nutte	deu	157
děvka	ces	Nutte	deu	157
nevěstka	ces	Nutte	deu	157
děvka	ces	Nutte	deu	157
líska	ces	Nußstrauch	deu	157
líska	ces	Nußsträucher	deu	157
oříšek	ces	Nüsschen	deu	157
pupínek	ces	Oas	deu	157
košilka	ces	Oberhemd	deu	157
tričko	ces	Oberhemd	deu	157
knírek	ces	Oberlippenbart	deu	157
vršek	ces	Oberteil	deu	157
klobouček	ces	Oberteil eines Ventils	deu	157
klobouček	ces	Oberteileines Ventils	deu	157
vlnka	ces	Oberwelle	deu	157
vážka	ces	Odonata	deu	157
vážka	ces	Odonata	deu	157
kamínka	ces	Ofen	deu	157
branka	ces	Ofentür, die zugemauert wird	deu	157
vrátka	ces	Ofentür, die zugemauert wird	deu	157
bubínek	ces	Ohr	deu	157
strýček	ces	Oheim	deu	157
strýček	ces	Oheim	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
bábinka	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
babička	ces	Oma	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
pořádek	ces	Ordnung	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
bábinka	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
babička	ces	Omi	deu	157
strýček	ces	Onkel	deu	157
strýček	ces	Onkel	deu	157
strýček	ces	Onkel	deu	157
strýček	ces	Onkel	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opa	deu	157
dědeček	ces	Opas	deu	157
dědeček	ces	Opi	deu	157
dědeček	ces	Opi	deu	157
dědeček	ces	Opis	deu	157
pořádek	ces	Ordnungsrelation	deu	157
pořádek	ces	Organisation	deu	157
okrsek	ces	Ortsteil	deu	157
chudobka	ces	Osterblume	deu	157
sedmikráska	ces	Osterblume	deu	157
hrabošík	ces	Ostschermaus	deu	157
ovečka	ces	Ovine	deu	157
přeslička	ces	Paardenstaart	nld	512
tatínek	ces	Pa	eng	187
tatíček	ces	Pa	eng	187
balíček	ces	Packung	deu	157
balíček	ces	Packung	deu	157
oslík	ces	Packesel	deu	157
balíček	ces	Pack	deu	157
balíček	ces	Packstück	deu	157
balíček	ces	Paket	deu	157
balíček	ces	Paket	deu	157
balíček	ces	Paket	deu	157
balíček	ces	Paket	deu	157
balíček	ces	Paket	deu	157
balíček	ces	Paket	deu	157
krabička	ces	Paket	deu	157
balíček	ces	Paket	deu	157
kladka	ces	Palestinian hanging	eng	187
víčko	ces	Palpebra	deu	157
plenka	ces	Pampers	deu	157
knížka	ces	Pamphlet	deu	157
rosička	ces	Pangolagras	deu	157
tatínek	ces	Papa	deu	157
tatínek	ces	Papa	deu	157
tatínek	ces	Papa	deu	157
tatínek	ces	Papa	deu	157
tatínek	ces	Papa	deu	157
tatínek	ces	Papa	deu	157
tatínek	ces	Papa	deu	157
tatíček	ces	Papa	deu	157
kašička	ces	Pap smear	eng	187
tatínek	ces	Papi	deu	157
tatínek	ces	Papi	deu	157
tatínek	ces	Papi	deu	157
tatínek	ces	Papi	deu	157
tatíček	ces	Papi	deu	157
článek	ces	Papier	deu	157
lepenka	ces	Pappdeckel	deu	157
lepenka	ces	Pappe	deu	157
lepenka	ces	Pappe	deu	157
tatínek	ces	Paps	deu	157
tatíček	ces	Paps	deu	157
článek	ces	Paragraph	deu	157
článek	ces	Paragraph	deu	157
článek	ces	Paragraf	deu	157
závorka	ces	Parenthese	deu	157
závorka	ces	Parenthese	deu	157
částečka	ces	Partikel	deu	157
večírek	ces	Party	deu	157
večírek	ces	Party	deu	157
večírek	ces	Party	deu	157
paspulka	ces	Paspel	deu	157
tabletka	ces	Pastille	deu	157
paštička	ces	Pastetchen	deu	157
lopatka	ces	Patella	deu	157
bubínek	ces	Paukenhöhle	deu	157
besídka	ces	Pavillon	deu	157
altánek	ces	Pavillon	deu	157
bičík	ces	Peitsche	deu	157
provázek	ces	Peitschenschnur	deu	157
kopřivka	ces	Pemphigus	deu	157
besídka	ces	Pergola	deu	157
perlička	ces	Perlhuhn	deu	157
perlička	ces	Perlhuhn	deu	157
perlička	ces	Perlhuhn	deu	157
perlička	ces	Perlhuhn	deu	157
perlička	ces	Perlhuhn	deu	157
perlička	ces	Perle	deu	157
korálek	ces	Perle	deu	157
korálek	ces	Perle	deu	157
živáček	ces	Person	deu	157
ropuška	ces	Petermann	deu	157
